execution_count,companyId,companyName,month
11,2461,DIGRAL,2025-09
19,2617,DKB LTD. SOCIEDAD POR ACCIONES SIMPLIFICADA,2025-09
107,2563,DPIKEOS S.A.S. - Jean Carlos Garcia,2025-09
193,1760,Danec,2025-09
274,2525,Dannalate - SILVIA HERRERA,2025-09
310,35,Datafast,2025-09
285,1926,Datilmedia S.A.,2025-09
166,2309,Demo Pocket Retail,2025-09
11,2230,Demo partners,2025-09
317138,150,Deprati,2025-09
1920,5,DevLab,2025-09
98,1512,Dialogus,2025-09
34343,110,Dipaso,2025-09
1372,2073,Donutterapia,2025-09
368,2235,Dreamers Fútbol Club,2025-09
1234,1945,Duragas,2025-09
8,2560,EN LAS NUBES - Michelle Aviles,2025-09
74,1053,EclipSoft,2025-09
455,2110,Ecugenius S.A.,2025-09
887,2526,Educación Multicolor,2025-09
17878,28,El Rosado,2025-09
1732,2662,El gaucho artesano,2025-09
38,2671,Encantos del Corazón,2025-09
3,2527,Escuela Mi Ecuador,2025-09
1135,311,Espol,2025-09
414,1828,FD CENTER,2025-09
2,2482,FOODLINE,2025-09
2512,1951,FPV Seguros,2025-09
127,2686,FUNDACION REYSOL - GARCIA SIERRA CHRISTIAN NICOLAY,2025-09
18,121,Facephi<>Peigo,2025-09
405,2190,Fadesa,2025-09
138132,2276,Falabella,2025-09
2,2710,Fantasy Go,2025-09
3159,2455,Fideval,2025-09
2,2646,Financiera Efectiva,2025-09
11,1758,Finanza AI,2025-09
39153,1937,Flexi,2025-09
4,2234,FÍE,2025-09
153248,124,GEA Ecuador,2025-09
198,149,GEA Recursos Humanos,2025-09
171,2012,GEOMIL,2025-09
12,2312,GRUPASA,2025-09
364,2615,Games and Geeks,2025-09
105,2095,Gigmax,2025-09
555,2642,Granasa,2025-09
328,2291,GreenLife,2025-09
26,2452,Grupo Carrera - Rodrigo Carrera,2025-09
107,2456,Grupo ElJuri,2025-09
4,2264,GrupoMas - Claro,2025-09
106,2670,HFIT,2025-09
78,2655,Haceb,2025-09
358,2636,Hangover593 - NANCI VILLALVA,2025-09
2718,1925,INDI BCP,2025-09
144,2466,INSTITUTO SERVUGON S.A.S.,2025-09
2,1655,Implementaciones Training,2025-09
2338,368,Innovat Latam.,2025-09
868414,85,Interagua GEA,2025-09
49,2139,Intervalores,2025-09
421,1955,Italika,2025-09
678,2414,JINKE ECUADOR,2025-09
37,2559,JOSBEEC S.A.S,2025-09
992,1957,Jelou Banking,2025-09
25,2601,Jelou Clientes,2025-09
589,135,Jelou Dev,2025-09
1690,1944,Jelou Marketplace,2025-09
18937,361,Jelou Pay,2025-09
616,331,Jelou Producto,2025-09
7,2033,Jelou Revenue,2025-09
1178,322,Jelou Shop,2025-09
43,2692,KUMAMOTO,2025-09
12,1266,Katherine del Carmen Ovando,2025-09
4714,2397,Kitton,2025-09
268,2656,LEGALIX - Olvis Quintana,2025-09
31,2612,LINKHOME,2025-09
387,2471,La Fabril,2025-09
3,997,La Finestra SAS,2025-09
16,2523,La buena tradición MEX,2025-09
106,1988,La casa de los abuelos,2025-09
896,935,Lavca,2025-09
104,2661,Llama Shop - Cristian Chicaiza,2025-09
184739,2125,Lotería Nacional EC,2025-09
514,258,Luzverde,2025-09
6563,404,MONGO'S,2025-09
14,2614,MUSE ACADEMY,2025-09
3,2698,MUVIMAR - Alina Munoz,2025-09
4332,745,Mail Boxes Etc,2025-09
4661,1950,Marriott,2025-09
43966,405,Massline,2025-09
7624,2479,Mi Banco POC,2025-09
201,2677,MiBanco Colombia,2025-09
3,2181,Mindmatter Academy,2025-09
96,2424,Miss Lashes,2025-09
25416,111,Muebles El Bosque,2025-09
40,2545,Mundo Llanta,2025-09
10,967,N5,2025-09
12,2019,NATURALESMEJOR S.A.,2025-09
21,2506,NOE,2025-09
15,2663,Natfit implementos deportivos,2025-09
1539,1482,Naturisa,2025-09
1684340,147,Netlife,2025-09
594,2324,Netlife SMBS,2025-09
8,1565,Nextgen,2025-09
195,2676,Nexxia - Grupo Salinas,2025-09
76,2635,Nokdu - 	 DIANA RODRIGUEZ,2025-09
2,2694,Novadental,2025-09
5,1658,Nutricionista Verónica Martínez,2025-09
51,2260,ORIGAMI ECUADOR,2025-09
666,1962,Ondu Cloud,2025-09
40,2683,Ophira,2025-09
31,2693,Opti+ - David Chavez,2025-09
1513,1480,Oriental,2025-09
333,2528,PERSONAL CLEANER & CLEANERS S.A.,2025-09
173,2610,PUERTACOLORCORP SA,2025-09
78,2605,Padelcity Cuenca,2025-09
111660,337,Piloto Creditia,2025-09
32,2650,Pixel Media Ecu - Cristian Chicaiza,2025-09
2,2618,Play Academy,2025-09
325,45,Plus Services,2025-09
198,2425,Plustelesmart,2025-09
4,1379,Pocket Tienda Prototipo,2025-09
21,2709,Poliwellness accesos,2025-09
1,1547,PopCornComunication,2025-09
1,2017,Punta Azul,2025-09
50067,54,Pycca,2025-09
1349,2379,QPay,2025-09
28,2690,RCM Relojeria,2025-09
1138,2322,RELIV,2025-09
150,2239,Racevents,2025-09
157,2681,Rayros Motors  - CO,2025-09
226,1975,Refrielectric,2025-09
43,2606,Reybanpac,2025-09
45,2558,SEGURIDAD INDUSTRIAL SALUD OCUPACIONAL SEINSAO CIA LTDA,2025-09
4,2623,SILHO - Dr. Edwin Ayala,2025-09
39,1633,SaludSA,2025-09
37,2457,Scotiabank,2025-09
339475,123,Security Data,2025-09
203,1845,Seguros Confianza,2025-09
20,452,Seguros Pacífico,2025-09
95,1984,Semvra,2025-09
344,2654,Sendifico agendamiento ,2025-09
25384,1,Shippify,2025-09
7,2699,Shot Creativo,2025-09
6657,1566,Siigo,2025-09
102,1811,Sistecrédito,2025-09
71909,1761,Solca,2025-09
58,2427,Startup,2025-09
180,1641,Supreme Ventures,2025-09
73,2688,Swimlab -  Juan Pablo,2025-09
61,2001,TCLOG,2025-09
102,2242,TIA Shopper,2025-09
92,1995,TNT Control Plagas,2025-09
258,2299,TOYS & HOBBIES,2025-09
424,1384,Talento Humano,2025-09
2,382,Team APPS,2025-09
252,2600,Tecnodescuento,2025-09
461,2613,Ten en Ten México,2025-09
12,2673,The Skincare Club,2025-09
718,1946,Total Education Program,2025-09
19,2014,Totalplay,2025-09
8548,183,Tracklink,2025-09
222,257,Tracklink Área Financiera,2025-09
201,1880,TransSky,2025-09
5141,823,Tuenti POC,2025-09
17017,1890,Tuenti Vendedores,2025-09
130942,125,UTPL Consultas,2025-09
38307,2205,Universidad Insurgente,2025-09
1071,807,Universidad de las Artes,2025-09
4,2549,Uno punto uno,2025-09
384,2684,Uraga,2025-09
115,2258,VACAN ELECTRODOMESTICOS,2025-09
65,2252,Valorenz,2025-09
198207,95,Veris,2025-09
170,2006,Viamatica,2025-09
156,1860,Vitapro,2025-09
511,1133,Vivalia,2025-09
1676,2415,Wonderthings,2025-09
479687,1696,XTRIM,2025-09
1,2310,Yappy,2025-09
22751,353,Yomp,2025-09
55,1964,ZHM Seguros,2025-09
15,2577,teknosoft,2025-09
23,2469,101 Grados,2025-10
684,2236,11 Gallery Tattoo,2025-10
38,2325,4 Me,2025-10
89310,312,ABInBev Colombia,2025-10
44,2300,ABS,2025-10
6,2760,AEROCARGOEC S.A.S,2025-10
8,2705,AM PUBLICIDAD,2025-10
16,2522,AQAGYM,2025-10
106,2597,Academia de música Franz Liszt,2025-10
858,2419,Algesta,2025-10
754,2031,Alpha Trading,2025-10
1379,2679,Altar de la Tierra MX,2025-10
27,462,Ambiente QA,2025-10
28,2695,Amo Mis Rizos by Yuyi,2025-10
20,2314,Apptividad,2025-10
110,359,Arca EC,2025-10
1,2292,Arca MX Atencion AC,2025-10
153363,362,Arca PE,2025-10
596,1068,Arca PE Ecommerce,2025-10
27234,470,Arca PE Proyecto Frío,2025-10
33,1940,Arca camiones,2025-10
5881,2233,Arca pe Turbo,2025-10
11,2743,Arkadia - Disruptiva360,2025-10
98,2401,Aseguradora del Sur,2025-10
23,317,Aurea,2025-10
12740,2183,Automekano,2025-10
239629,1974,BCP Cobranza,2025-10
36,2156,BCP Cuenta Sueldo,2025-10
234,2297,BCP Pagos recurrentes,2025-10
1217,1245,BG - Banco del Barrio 2,2025-10
16821,741,Bajaj,2025-10
3205,307,Banco Amazonas,2025-10
978,930,Banco Bolivariano Cobranzas,2025-10
8870,1584,Banco Comercial Manabí,2025-10
4,1993,Banco Delta,2025-10
3031752,155,Banco Guayaquil,2025-10
842330,424,Banco Internacional,2025-10
1345,1028,Banco Solidario,2025-10
1148,1028,Banco Solidario 2,2025-10
57729,1737,Banco Union,2025-10
59,133,Banco del Austro,2025-10
1825,417,Banisi,2025-10
184010,692,Banisi Chat,2025-10
43,2393,Barça Academy,2025-10
1954647,11,BdP,2025-10
1886,2602,BetCell,2025-10
5,2685,Bilib Usa Corp,2025-10
4869,253,Bivi,2025-10
65,2744,Bolos Capricho - Jonathan Bermello,2025-10
5323,2628,Boticas Barcia,2025-10
977,1649,Bruno,2025-10
98,2740,Buho Barber,2025-10
2,2047,CBC,2025-10
356,2243,CEPSA,2025-10
6,2380,CHASKIGO,2025-10
10547,1848,CIVE,2025-10
15303,438,CNT Ecuador,2025-10
6,2030,COLLSERV,2025-10
9,2752,CONSORCIO FLXJSA SAS,2025-10
19,2736,CONSULES DE PAZ MUNDIAL,2025-10
218,2395,Cafering Eventos,2025-10
2391,316,CasaPlan MotorPlan,2025-10
992,1983,Centric,2025-10
19942,138,Cervecería Nacional,2025-10
12,75,Chubb,2025-10
209,1898,Cibernetica,2025-10
10,2737,Citas & Agendas ,2025-10
11,1847,Ck Comercializadora,2025-10
42730,1559,Coca Cola en tu hogar,2025-10
9,2691,Colecciones Jonathan-S,2025-10
1380,2413,Comfama,2025-10
35250,2255,Computron,2025-10
848,2049,Conauto,2025-10
7,2768,Confort Sport,2025-10
41,2653,Consultorio Odontológico Salud Bucal - ANGULO OSUNA JOSE LUIS,2025-10
4099,1694,Cooperativa Daquilema,2025-10
13372,855,Cooperativa El Sagrario,2025-10
12,1881,Cooperativa Policía Nacional,2025-10
4,2241,Coral Hipermercados,2025-10
16625,2130,Cresa,2025-10
166,2696,Crystal,2025-10
850,2326,DELTASEGUROS,2025-10
8,2461,DIGRAL,2025-10
16,2617,DKB LTD. SOCIEDAD POR ACCIONES SIMPLIFICADA,2025-10
146,2563,DPIKEOS S.A.S. - Jean Carlos Garcia,2025-10
101,1760,Danec,2025-10
240,35,Datafast,2025-10
404,1926,Datilmedia S.A.,2025-10
202,2309,Demo Pocket Retail,2025-10
15,2230,Demo partners,2025-10
323160,150,Deprati,2025-10
1971,5,DevLab,2025-10
397,1512,Dialogus,2025-10
37760,110,Dipaso,2025-10
78,2711,Don Pescao,2025-10
1199,2073,Donutterapia,2025-10
314,2235,Dreamers Fútbol Club,2025-10
2197,1945,Duragas,2025-10
92,1053,EclipSoft,2025-10
384,2603,Ecuaimco,2025-10
1199,2110,Ecugenius S.A.,2025-10
313,2526,Educación Multicolor,2025-10
24013,28,El Rosado,2025-10
3044,2662,El gaucho artesano,2025-10
6,2671,Encantos del Corazón,2025-10
567,311,Espol,2025-10
1612,1828,FD CENTER,2025-10
25,2482,FOODLINE,2025-10
1589,1951,FPV Seguros,2025-10
49,2686,FUNDACION REYSOL - GARCIA SIERRA CHRISTIAN NICOLAY,2025-10
1,121,Facephi<>Peigo,2025-10
77,2190,Fadesa,2025-10
226595,2276,Falabella,2025-10
4,2710,Fantasy Go,2025-10
3937,2455,Fideval,2025-10
134,2646,Financiera Efectiva,2025-10
2,1758,Finanza AI,2025-10
63885,1937,Flexi,2025-10
147812,124,GEA Ecuador,2025-10
136,149,GEA Recursos Humanos,2025-10
58,2012,GEOMIL,2025-10
183,2312,GRUPASA,2025-10
8,2739,Gail,2025-10
342,2615,Games and Geeks,2025-10
16,2095,Gigmax,2025-10
3894,2642,Granasa,2025-10
98,2452,Grupo Carrera - Rodrigo Carrera,2025-10
2,2456,Grupo ElJuri,2025-10
195,2754,HEAD Ecuador,2025-10
218,2670,HFIT,2025-10
76,2655,Haceb,2025-10
3,2636,Hangover593 - NANCI VILLALVA,2025-10
1951,1925,INDI - RECAUDACIONES,2025-10
4,2466,INSTITUTO SERVUGON S.A.S.,2025-10
79,368,Innovat Latam.,2025-10
905785,85,Interagua GEA,2025-10
64,2139,Intervalores,2025-10
344,1955,Italika,2025-10
141,2414,JINKE ECUADOR,2025-10
154,2559,JOSBEEC S.A.S,2025-10
829,1957,Jelou Banking,2025-10
61,2601,Jelou Clientes,2025-10
194,135,Jelou Dev,2025-10
1326,1944,Jelou Marketplace,2025-10
17232,361,Jelou Pay,2025-10
1124,331,Jelou Producto,2025-10
3,2645,Jelou Security,2025-10
974,322,Jelou Shop,2025-10
5695,288,Junta de Beneficencia,2025-10
6,2717,KABOOM SHOW&amp;EVENTOS,2025-10
575,2505,KOBE,2025-10
217,2692,KUMAMOTO,2025-10
29,1266,Katherine del Carmen Ovando,2025-10
6264,2397,Kitton,2025-10
125,2762,LA CASA DEL CARRETON,2025-10
362,2656,LEGALIX - Olvis Quintana,2025-10
129,2612,LINKHOME,2025-10
679,2471,La Fabril,2025-10
2,2523,La buena tradición MEX,2025-10
90,1988,La casa de los abuelos,2025-10
927,935,Lavca,2025-10
18,2484,Legado motors,2025-10
16,1640,Lotería Costa Rica,2025-10
172432,2125,Lotería Nacional EC,2025-10
708,258,Luzverde,2025-10
75,2716,MANKA SAN JUAN,2025-10
50,2298,MAYA PIONEER,2025-10
8,2614,MUSE ACADEMY,2025-10
5551,745,Mail Boxes Etc,2025-10
4232,1950,Marriott,2025-10
46862,405,Massline,2025-10
44941,2479,Mi Banco POC,2025-10
17,2677,MiBanco Colombia,2025-10
39,2424,Miss Lashes,2025-10
27517,111,Muebles El Bosque,2025-10
4,2545,Mundo Llanta,2025-10
2,967,N5,2025-10
186,2506,NOE,2025-10
84,2663,Natfit implementos deportivos,2025-10
1829,1482,Naturisa,2025-10
1649782,147,Netlife,2025-10
19,2324,Netlife SMBS,2025-10
1672,2676,Nexxia - Grupo Salinas,2025-10
435,1962,Ondu Cloud,2025-10
4,2683,Ophira,2025-10
136,2693,Opti David Chavez,2025-10
53,2693,Opti+ - David Chavez,2025-10
1186,1480,Oriental,2025-10
7,2572,Oro Cash,2025-10
19036,1992,P2P - BCP,2025-10
92,2755,PADFIT - Centro Deportivo Integral,2025-10
364,2528,PERSONAL CLEANER & CLEANERS S.A.,2025-10
250,2610,PUERTACOLORCORP SA,2025-10
56,2605,Padelcity Cuenca,2025-10
534,2745,Panda - Sonax,2025-10
104920,337,Piloto Creditia,2025-10
5,2748,Pinturas Stop,2025-10
1,2678,Pizza Planet SMBs,2025-10
79,45,Plus Services,2025-10
776,2425,Plustelesmart,2025-10
1,1379,Pocket Tienda Prototipo,2025-10
299,2709,Poliwellness accesos,2025-10
50540,54,Pycca,2025-10
2395,2379,QPay,2025-10
4,2690,RCM Relojeria,2025-10
51,2728,REF,2025-10
359,2322,RELIV,2025-10
285,2239,Racevents,2025-10
102,2277,Rappipay,2025-10
52,2681,Rayros Motors  - CO,2025-10
1884,1975,Refrielectric,2025-10
6,2606,Reybanpac,2025-10
3,2558,SEGURIDAD INDUSTRIAL SALUD OCUPACIONAL SEINSAO CIA LTDA,2025-10
11,1633,SaludSA,2025-10
32,2457,Scotiabank,2025-10
294462,123,Security Data,2025-10
189,1845,Seguros Confianza,2025-10
38,358,Seguros Liberty,2025-10
22,452,Seguros Pacífico,2025-10
166,1984,Semvra,2025-10
22851,1,Shippify,2025-10
1,2699,Shot Creativo,2025-10
8145,1566,Siigo,2025-10
88,1811,Sistecrédito,2025-10
66708,1761,Solca,2025-10
14,2759,Somos + Broker de seguros,2025-10
4,1865,Start Co,2025-10
5,2427,Startup,2025-10
229,1641,Supreme Ventures,2025-10
96,2688,Swimlab -  Juan Pablo,2025-10
49,2001,TCLOG,2025-10
65,2704,TECFORPRO S.A.S,2025-10
136,2242,TIA Shopper,2025-10
80,1995,TNT Control Plagas,2025-10
163,2299,TOYS & HOBBIES,2025-10
388,1384,Talento Humano,2025-10
301,2600,Tecnodescuento,2025-10
71,2613,Ten en Ten México,2025-10
271,1946,Total Education Program,2025-10
19,2014,Totalplay,2025-10
7151,183,Tracklink,2025-10
698,257,Tracklink Área Financiera,2025-10
45,1880,TransSky,2025-10
6424,823,Tuenti POC,2025-10
17380,1890,Tuenti Vendedores,2025-10
74306,125,UTPL Consultas,2025-10
150,2721,Universidad Anglo Hispano Mexicana,2025-10
12,2738,Universidad Iberoamericana,2025-10
2358,2205,Universidad Insurgente,2025-10
514,807,Universidad de las Artes,2025-10
779,2684,Uraga,2025-10
342,2258,VACAN ELECTRODOMESTICOS,2025-10
62,2252,Valorenz,2025-10
197452,95,Veris,2025-10
17,2006,Viamatica,2025-10
105,1860,Vitapro,2025-10
535,1133,Vivalia,2025-10
50,2753,WATERSUPPLY EC,2025-10
15,2415,Wonderthings,2025-10
397859,1696,XTRIM,2025-10
1,2310,Yappy,2025-10
21712,353,Yomp,2025-10
7,2469,101 Grados,2025-11
200,2236,11 Gallery Tattoo,2025-11
4,2325,4 Me,2025-11
89831,312,ABInBev Colombia,2025-11
6,2300,ABS,2025-11
184,2760,AEROCARGOEC S.A.S,2025-11
2,2705,AM PUBLICIDAD,2025-11
89,2597,Academia de música Franz Liszt,2025-11
169,2419,Algesta,2025-11
1057,2031,Alpha Trading,2025-11
867,2679,Altar de la Tierra MX,2025-11
13,462,Ambiente QA,2025-11
10,2695,Amo Mis Rizos by Yuyi,2025-11
16,2925,Anaid Nutriologa,2025-11
3,2314,Apptividad,2025-11
89,359,Arca EC,2025-11
115135,362,Arca PE,2025-11
120,1068,Arca PE Ecommerce,2025-11
19776,470,Arca PE Proyecto Frío,2025-11
9,1940,Arca camiones,2025-11
6841,2233,Arca pe Turbo,2025-11
14,2743,Arkadia - Disruptiva360,2025-11
161,2401,Aseguradora del Sur,2025-11
34,2458,Audaz,2025-11
21,317,Aurea,2025-11
179,2742,AutoSky,2025-11
10926,2183,Automekano,2025-11
203422,1974,BCP Cobranza,2025-11
100,2156,BCP Cuenta Sueldo,2025-11
365,2297,BCP Pagos recurrentes,2025-11
17,1973,BCP Sendsei,2025-11
1146,1245,BG - Banco del Barrio 2,2025-11
168,2918,BORN GLOBAL ECUADOR BGE S.A.S,2025-11
19091,741,Bajaj,2025-11
1,2396,Balcones del paraiso,2025-11
2476,307,Banco Amazonas,2025-11
922,930,Banco Bolivariano Cobranzas,2025-11
7237,1584,Banco Comercial Manabí,2025-11
3,1993,Banco Delta,2025-11
2936524,155,Banco Guayaquil,2025-11
124,811,Banco Guayaquil Cobranzas,2025-11
70,2750,Banco Industrial,2025-11
787259,424,Banco Internacional,2025-11
2339,1028,Banco Solidario,2025-11
50683,1737,Banco Union,2025-11
8,133,Banco del Austro,2025-11
1536,417,Banisi,2025-11
160904,692,Banisi Chat,2025-11
6,2393,Barça Academy,2025-11
1761592,11,BdP,2025-11
2419,2602,BetCell,2025-11
12580,253,Bivi,2025-11
253,2744,Bolos Capricho - Jonathan Bermello,2025-11
6464,2628,Boticas Barcia,2025-11
125,1649,Bruno,2025-11
2,2740,Buho Barber,2025-11
16,2810,Buro Estrategico - Stephannie Macias,2025-11
1,2426,CASCEP Capacitaciones,2025-11
182,2243,CEPSA,2025-11
39,2380,CHASKIGO,2025-11
8293,1848,CIVE,2025-11
32296,438,CNT Ecuador,2025-11
7,2030,COLLSERV,2025-11
160,2882,COMERCIO OLLAGUE Dermage,2025-11
110,2752,CONSORCIO FLXJSA SAS,2025-11
334,2896,Cable Magico,2025-11
252,2395,Cafering Eventos,2025-11
1925,316,CasaPlan MotorPlan,2025-11
94,1983,Centric,2025-11
13825,138,Cervecería Nacional,2025-11
8,75,Chubb,2025-11
29,1898,Cibernetica,2025-11
6,2737,Citas & Agendas ,2025-11
52815,1559,Coca Cola en tu hogar,2025-11
5,2048,Coca-Cola FEMSA,2025-11
3,2691,Colecciones Jonathan-S,2025-11
4275,2413,Comfama,2025-11
51539,2255,Computron,2025-11
694,2049,Conauto,2025-11
764,2768,Confort Sport,2025-11
143,2653,Consultorio Odontológico Salud Bucal - ANGULO OSUNA JOSE LUIS,2025-11
3722,1694,Cooperativa Daquilema,2025-11
15040,855,Cooperativa El Sagrario,2025-11
27048,2130,Cresa,2025-11
712,2326,DELTASEGUROS,2025-11
5,2667,DIGITALNET,2025-11
2,2461,DIGRAL,2025-11
59,2617,DKB LTD. SOCIEDAD POR ACCIONES SIMPLIFICADA,2025-11
226,2563,DPIKEOS S.A.S. - Jean Carlos Garcia,2025-11
93,1760,Danec,2025-11
248,35,Datafast,2025-11
193,1926,Datilmedia S.A.,2025-11
376,2309,Demo Pocket Retail,2025-11
7,2230,Demo partners,2025-11
428132,150,Deprati,2025-11
2025,5,DevLab,2025-11
188,1512,Dialogus,2025-11
54246,110,Dipaso,2025-11
5,2042,Disensa,2025-11
76,2711,Don Pescao,2025-11
896,2073,Donutterapia,2025-11
5,2934,Dr Manuel Cedeño,2025-11
263,2235,Dreamers Fútbol Club,2025-11
2730,1945,Duragas,2025-11
65,1053,EclipSoft,2025-11
10,2703,Ecotec,2025-11
1513,2603,Ecuaimco,2025-11
55,2808,Ecufrutta - David Labanda,2025-11
781,2110,Ecugenius S.A.,2025-11
191,2526,Educación Multicolor,2025-11
20185,28,El Rosado,2025-11
563,2662,El gaucho artesano,2025-11
2,2902,Elektra,2025-11
8,2527,Escuela Mi Ecuador,2025-11
639,311,Espol,2025-11
377,2809,Evalua Academy - Monica Coronel,2025-11
4,1160,Expand,2025-11
614,1828,FD CENTER,2025-11
10,2482,FOODLINE,2025-11
392,1951,FPV Seguros,2025-11
66,2686,FUNDACION REYSOL - GARCIA SIERRA CHRISTIAN NICOLAY,2025-11
16,121,Facephi<>Peigo,2025-11
2103,2190,Fadesa,2025-11
284647,2276,Falabella,2025-11
4,2524,Farmacias Danna Carolina,2025-11
132,2880,Ferretería 3H,2025-11
7423,2455,Fideval,2025-11
249,2646,Financiera Efectiva,2025-11
77954,1937,Flexi,2025-11
12,2234,FÍE,2025-11
128712,124,GEA Ecuador,2025-11
170,149,GEA Recursos Humanos,2025-11
56,2012,GEOMIL,2025-11
16,2312,GRUPASA,2025-11
20,2739,Gail,2025-11
79,2615,Games and Geeks,2025-11
2497,2642,Granasa,2025-11
6,2452,Grupo Carrera - Rodrigo Carrera,2025-11
18,2456,Grupo ElJuri,2025-11
146,2754,HEAD Ecuador,2025-11
165,2670,HFIT,2025-11
206,2655,Haceb,2025-11
20,2770,IMPORTADORA KING,2025-11
3763,1925,INDI - RECAUDACIONES,2025-11
1,2466,INSTITUTO SERVUGON S.A.S.,2025-11
59,2800,INSTITUTO SUPERIOR TECNOLOGICO KRUGER TEK,2025-11
9,368,Innovat Latam.,2025-11
826160,85,Interagua GEA,2025-11
15,321,Interoc,2025-11
72,2139,Intervalores,2025-11
158,1955,Italika,2025-11
40,2559,JOSBEEC S.A.S,2025-11
955,1957,Jelou Banking,2025-11
129,2601,Jelou Clientes,2025-11
293,135,Jelou Dev,2025-11
801,1944,Jelou Marketplace,2025-11
21489,361,Jelou Pay,2025-11
522,331,Jelou Producto,2025-11
10,2033,Jelou Revenue,2025-11
454,322,Jelou Shop,2025-11
3,2833,Juan Test SMBs 4,2025-11
51726,288,Junta de Beneficencia,2025-11
28,2717,KABOOM SHOW&amp;EVENTOS,2025-11
681,2505,KOBE,2025-11
20,2692,KUMAMOTO,2025-11
40,1266,Katherine del Carmen Ovando,2025-11
7679,2397,Kitton,2025-11
165,2762,LA CASA DEL CARRETON,2025-11
49,2656,LEGALIX - Olvis Quintana,2025-11
19,2612,LINKHOME,2025-11
431,2471,La Fabril,2025-11
85,1988,La casa de los abuelos,2025-11
1691,935,Lavca,2025-11
8,2484,Legado motors,2025-11
129272,2125,Lotería Nacional EC,2025-11
1,2951,Luis Personal,2025-11
125,2774,Luné Skin and Massage - MONICA SANCHEZ,2025-11
549,258,Luzverde,2025-11
4,2801,M&M,2025-11
36,2716,MANKA SAN JUAN,2025-11
71,2298,MAYA PIONEER,2025-11
23,2893,MERCADER M593,2025-11
4,2625,MMG BANK,2025-11
26,2614,MUSE ACADEMY,2025-11
6040,745,Mail Boxes Etc,2025-11
65,2842,Mantenimiento Automotriz Ortega,2025-11
5685,1950,Marriott,2025-11
41273,405,Massline,2025-11
147934,2479,Mi Banco POC,2025-11
2,2677,MiBanco Colombia,2025-11
75,2424,Miss Lashes,2025-11
53896,111,Muebles El Bosque,2025-11
6,967,N5,2025-11
335,2506,NOE,2025-11
16,2663,Natfit implementos deportivos,2025-11
1196,1482,Naturisa,2025-11
1432421,147,Netlife,2025-11
397,2676,Nexxia - Grupo Salinas,2025-11
2,2694,Novadental,2025-11
269,1962,Ondu Cloud,2025-11
44,2683,Ophira,2025-11
357,2693,Opti David Chavez,2025-11
1207,1480,Oriental,2025-11
31693,1992,P2P - BCP,2025-11
2,2755,PADFIT - Centro Deportivo Integral,2025-11
383,2528,PERSONAL CLEANER & CLEANERS S.A.,2025-11
99,2729,PTM,2025-11
198,2610,PUERTACOLORCORP SA,2025-11
7,2890,Pacifico Seguros,2025-11
46,2605,Padelcity Cuenca,2025-11
2348,2745,Panda - Sonax,2025-11
3829,2799,Partylovers,2025-11
124193,337,Piloto Creditia,2025-11
14,2748,Pinturas Stop,2025-11
1167,2678,Pizza Planet SMBs,2025-11
112,45,Plus Services,2025-11
1532,2425,Plustelesmart,2025-11
3,2844,Prueba JSHF,2025-11
79098,54,Pycca,2025-11
316,2379,QPay,2025-11
93,2870,RAVENROCK-DIEGO CASTRO,2025-11
9,2690,RCM Relojeria,2025-11
9,2728,REF,2025-11
818,2322,RELIV,2025-11
4,2910,RP3,2025-11
5,2239,Racevents,2025-11
22,2277,Rappipay,2025-11
1257,1975,Refrielectric,2025-11
2,2606,Reybanpac,2025-11
236,2775,SANTANA BREWING,2025-11
2,2623,SILHO - Dr. Edwin Ayala,2025-11
58,1633,SaludSA,2025-11
393,2457,Scotiabank,2025-11
307883,123,Security Data,2025-11
142,1845,Seguros Confianza,2025-11
28,452,Seguros Pacífico,2025-11
22,1984,Semvra,2025-11
2,2840,Serie,2025-11
22715,1,Shippify,2025-11
6787,1566,Siigo,2025-11
98,1811,Sistecrédito,2025-11
55979,1761,Solca,2025-11
2,2858,Soma Ring,2025-11
35,2759,Somos + Broker de seguros,2025-11
2,1865,Start Co,2025-11
2,2836,Super self service test,2025-11
238,1641,Supreme Ventures,2025-11
256,2688,Swimlab -  Juan Pablo,2025-11
57,2001,TCLOG,2025-11
4,2704,TECFORPRO S.A.S,2025-11
126,2242,TIA Shopper,2025-11
24,1995,TNT Control Plagas,2025-11
364,2299,TOYS & HOBBIES,2025-11
369,1384,Talento Humano,2025-11
11,2600,Tecnodescuento,2025-11
3,2613,Ten en Ten México,2025-11
67,1946,Total Education Program,2025-11
5,2014,Totalplay,2025-11
6905,183,Tracklink,2025-11
703,257,Tracklink Área Financiera,2025-11
7196,823,Tuenti POC,2025-11
18388,1890,Tuenti Vendedores,2025-11
91938,125,UTPL Consultas,2025-11
91,2721,Universidad Anglo Hispano Mexicana,2025-11
1,2738,Universidad Iberoamericana,2025-11
937,2205,Universidad Insurgente,2025-11
1196,807,Universidad de las Artes,2025-11
3,2549,Uno punto uno,2025-11
104,2684,Uraga,2025-11
90,2258,VACAN ELECTRODOMESTICOS,2025-11
25,2252,Valorenz,2025-11
213904,95,Veris,2025-11
76,1860,Vitapro,2025-11
408,1133,Vivalia,2025-11
6,2828,Vivobook,2025-11
1,2753,WATERSUPPLY EC,2025-11
376691,1696,XTRIM,2025-11
3,2310,Yappy,2025-11
22763,353,Yomp,2025-11
3,2838,alain+test001@jelou.ai,2025-11
